make,model_name,model_details,price,kms,year,transmission,detailsLink,type1,type2,type 3,,,
Mercedes-Benz,b-class, B200 A/T,"519,900","38,000",2019,Automatic,https://www.namcars.net/Mercedes-Benz-B-Class-B200-A-T-1400728857,,,,,,
Toyota,corolla, Cross 1.8 Xr,"393,900","38,000",2021,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-Xr-1400731963,,,,,,
Hyundai,atos, 1.1 Motion AMT A/T (Loc...,"175,000","38,000",2022,Automatic,https://www.namcars.net/Hyundai-Atos-1.1-Motion-AMT-A-T-(Local)-1400734924,,,,,,
Ford,raptor, 20D BI-TURBO  4x4,"849,900","38,000",2023,Automatic,https://www.namcars.net/Ford-RAPTOR-20D-BI-TURBO-4x4-1400733140,4x4,Bakkie,,,,
Mini,cooper, JCW A/t 170kW,"359,900","37,000",2018,Automatic,https://www.namcars.net/Mini-Cooper-JCW-A-t-170kW-1400734881,,,,,,
Suzuki,jimny, GA,"319,995","37,000",2020,Manual,https://www.namcars.net/Suzuki-Jimny-GA-1400733659,4x4,,SUV,,,
Toyota,corolla, 1.8 Quest Plus,"269,000","36,570",2023,Manual,https://www.namcars.net/Toyota-Corolla-1.8-Quest-Plus-1400734103,,,,,,
Toyota,corolla, 1.8 Quest,"279,900","36,481",2023,Manual,https://www.namcars.net/Toyota-Corolla-1.8-Quest-1400734498,,,,,,
Toyota,fortuner, 2.4GD-6 4x4 A/T,"575,000","36,000",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4GD-6-4x4-A-T-1400734484,4x4,,SUV,,,
Ford,ranger, 2.2tdci Xl 4x4 P/u Su...,"459,000","36,000",2022,Manual,https://www.namcars.net/Ford-Ranger-2.2tdci-Xl-4x4-P-u-Sup-cab-1400734778,4x4,,,,,
Land Rover,defender,  30 V6 P400 X DYNAM...,"1,600,000","36,000",2021,Automatic,https://www.namcars.net/Land-Rover-DEFENDER-30-V6-P400-X-DYNAMIC-HSE-1400734579,4x4,,SUV,,,
Toyota,urban, Cruiser XR,"329,995","36,000",2021,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-XR-1400735137,,,SUV,,,
Volkswagen,polo, Vivo 1.4 5DR,"215,900","35,108",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-5DR-1400734099,,,,,,
BMW,x5, M Competition 460kW,"2,399,900","35,000",2022,Automatic,https://www.namcars.net/BMW-X5-M-Competition-460kW-1400731649,,,SUV,,,
Suzuki,ignis, 1.2 GLX Manual,"198,500","35,000",2021,Manual,https://www.namcars.net/Suzuki-Ignis-1.2-GLX-Manual-1400727690,,,,,,
Volkswagen,polo, 1.0 Tsi Comfortline Dsg,"319,000","34,800",2022,DSG,https://www.namcars.net/Volkswagen-Polo-1.0-Tsi-Comfortline-Dsg-1400734844,,,,,,
Mazda,cx-5, 2.0 Carbon Edition A/t ...,"479,900","34,500",2021,Automatic,https://www.namcars.net/Mazda-CX-5-2.0-Carbon-Edition-A-t-121kW-1400733964,,,SUV,,,
Mazda,cx-5, 2.0 Carbon Edition A/t ...,"479,900","34,500",2021,Automatic,https://www.namcars.net/Mazda-CX-5-2.0-Carbon-Edition-A-t-121kW-1400725713,,,SUV,,,
Land Rover,defender, 110 P525 V8 386kW,"2,199,900","34,400",2022,Automatic,https://www.namcars.net/Land-Rover-Defender-110-P525-V8-386kW-1400735046,,,SUV,,,
Toyota,hilux, 2.4 GD-6 Srx 4X4 A/T P...,"574,900","34,300",2020,Automatic,https://www.namcars.net/Toyota-Hilux-2.4-GD-6-Srx-4X4-A-T-P-U-D-C-1400735020,4x4,Bakkie,,,,
Toyota,fortuner, 2.8gd-6 R/b A/t,"609,000","34,000",2022,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8gd-6-R-b-A-t-1400731481,,,SUV,,,
Toyota,rumion, 1.5 TX MT (0D5),"289,000","34,000",2023,Manual,https://www.namcars.net/Toyota-Rumion-1.5-TX-MT-(0D5)-1400734569,,,,,,
Toyota,toyota, Starlet 1.4 XS AT,"249,900","33,989",2021,Automatic,https://www.namcars.net/Toyota-Toyota-Starlet-1.4-XS-AT-1400733151,,,,,,
Toyota,landcruiser, 300 V6 3.3d Zx,"1,699,999","33,500",2022,Automatic,https://www.namcars.net/Toyota-Landcruiser-300-V6-3.3d-Zx-1400733760,4x4,,SUV,,,
Mazda,cx-3, 2.0 Individual AT,"379,900","33,500",2021,Automatic,https://www.namcars.net/Mazda-CX-3-2.0-Individual-AT-1400731305,,,SUV,,,
Toyota,corolla, Quest 1.8 Prestige,"269,900","33,304",2020,Manual,https://www.namcars.net/Toyota-Corolla-Quest-1.8-Prestige-1400734734,,,,,,
Toyota,starlet, 1.4 XS A/T,"229,900","32,450",2022,Automatic,https://www.namcars.net/Toyota-Starlet-1.4-XS-A-T-1400730796,,,,,,
Toyota,hilux, D/C 2.7 VVTi RB 5 MT,"503,000","32,000",2022,Manual,https://www.namcars.net/Toyota-Hilux-D-C-2.7-VVTi-RB-5-MT-1400723275,,Bakkie,,,,
Toyota,starlet, 1.5L XS MT,"199,900","32,000",2020,Manual,https://www.namcars.net/Toyota-Starlet-1.5L-XS-MT-1400734054,,,,,,
Mercedes-Benz,c180, BE Avantgrade,"230,000","32,000",2012,Automatic,https://www.namcars.net/Mercedes-Benz-c180-BE-Avantgrade-1400735092,,,,,,
Toyota,urban, Cruiser 1.5 Xs A/t,"309,000","32,000",2023,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5-Xs-A-t-1400734602,,,SUV,,,
Toyota,hilux, 2.4 Gd-6 Rb Raider A/t...,"489,000","32,000",2022,Automatic,https://www.namcars.net/Toyota-Hilux-2.4-Gd-6-Rb-Raider-A-t-P-u-D-c-1400735150,,Bakkie,,,,
Mahindra,pik, Up 2.2 Mhawk S11 Dawn 4x...,"569,900","31,000",2023,Automatic,https://www.namcars.net/Mahindra-Pik-Up-2.2-Mhawk-S11-Dawn-4x4-AT-1400733535,4x4,Bakkie,,,,
Toyota,landcruiser, 79 4.0p P/u S/c,"699,000","30,000",2023,Manual,https://www.namcars.net/Toyota-Landcruiser-79-4.0p-P-u-S-c-1400734219,4x4,,,,,
Toyota,hilux, DC 2.8GD6 4x2 Legend AT,"689,900","30,000",2023,Automatic,https://www.namcars.net/Toyota-Hilux-DC-2.8GD6-4x2-Legend-AT-1400727670,,Bakkie,,,,
Toyota,corolla, 1.6 Prestige MT.,"239,900","30,000",2018,Manual,https://www.namcars.net/Toyota-Corolla-1.6-Prestige-MT.-1400734675,,,,,,
Hyundai,venue, 1.0 Tgdi Motion Dct,"282,900","29,500",2021,Automatic,https://www.namcars.net/Hyundai-Venue-1.0-Tgdi-Motion-Dct-1400724836,,,,,,
Toyota,urban, Cruiser 1.5 Xs A/t,"309,000","29,500",2023,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5-Xs-A-t-1400735148,,,SUV,,,
Toyota,starlet, 1.4 XS MT,"249,900","29,491",2021,Manual,https://www.namcars.net/Toyota-Starlet-1.4-XS-MT-1400734361,,,,,,
Renault,duster, 1.5 dCI TECHROAD,"279,900","29,000",2020,Manual,https://www.namcars.net/Renault-DUSTER-1.5-dCI-TECHROAD-1400731140,,,,,,
Haval,h2, 1.5T Luxury,"299,900","29,000",2021,Manual,https://www.namcars.net/Haval-H2-1.5T-Luxury-1400735006,,,SUV,,,
Hyundai,tucson, 1.6 TGDI Sport DCT,"563,900","29,000",2020,Automatic,https://www.namcars.net/Hyundai-Tucson-1.6-TGDI-Sport-DCT-1400724831,,,SUV,,,
Land Rover,range, Rover Evoque 2.0D HSE ...,"999,900","28,900",2021,Automatic,https://www.namcars.net/Land-Rover-Range-Rover-Evoque-2.0D-HSE-R-Dynamic-(D200)-147kW-1400734461,,,SUV,,,
Volkswagen,t-cross, 1.5 R-Line DSG 110Kw,"469,900","28,500",2022,DSG,https://www.namcars.net/Volkswagen-T-Cross-1.5-R-Line-DSG-110Kw-1400734879,,,SUV,,,
Audi,q3, 35 TFSI,"569,000","28,353",2023,DSG,https://www.namcars.net/Audi-Q3-35-TFSI-1400734943,,,SUV,,,
Renault,clio, 1.0 Turbo Life,"247,900","28,000",2022,Manual,https://www.namcars.net/Renault-Clio-1.0-Turbo-Life-1400734343,,,,,,
Haval,h6, SUPER LUXURY 4X4DCT,"529,900","27,877",2022,Automatic,https://www.namcars.net/Haval-H6-SUPER-LUXURY-4X4DCT-1400734726,,,SUV,,,
GWM,p-series, 2.0TD SX S/Cab 4x4 ...,"369,900","27,600",2021,Manual,https://www.namcars.net/GWM-P-Series-2.0TD-SX-S-Cab-4x4-6MT-1400728153,4x4,,,,,
Kia,picanto, 1.0 Start,"159,900","27,500",2021,Manual,https://www.namcars.net/Kia-Picanto-1.0-Start-1400729619,,,,,,
Toyota,land, Cruiser Prado 2.8GD6 VX,"1,159,900","27,500",2023,Automatic,https://www.namcars.net/Toyota-Land-Cruiser-Prado-2.8GD6-VX-1400735146,4x4,,SUV,,,
Kia,sonet, 1.0 T DCT EX Plus,"369,900","27,500",2022,Automatic,https://www.namcars.net/Kia-Sonet-1.0-T-DCT-EX-Plus-1400734932,,,SUV,,,
Volkswagen,Amarok,-,"520,000","27,200",2023,Manual,https://www.namcars.net/Volkswagen-Amarok-1400734699,,,,,,
Volkswagen,polo, 1.0L TSI,"345,000","27,000",2023,Manual,https://www.namcars.net/Volkswagen-Polo-1.0L-TSI-1400733651,,,,,,
Suzuki,suzuki, Swift 1.2 GL,"159,000","26,020",2018,Manual,https://www.namcars.net/Suzuki-Suzuki-Swift-1.2-GL-1400732856,,,,,,
Volkswagen,polo, Vivo 1.4 C/L 5DR,"229,900","26,000",2022,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-C-L-5DR-1400734496,,,,,,
Volkswagen,T-ROC,-,"489,900","26,000",2021,DSG,https://www.namcars.net/Volkswagen-T-ROC-1400735115,,,SUV,,,
Toyota,urban, Cruiser 1.5 XS AT,"299,800","25,800",2023,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5-XS-AT-1400734029,,,,,,
Ford,raptor, V6 4X4,"1,030,000","25,000",2023,Automatic,https://www.namcars.net/Ford-RAPTOR-V6-4X4-1400734978,4x4,Bakkie,,,,
Toyota,hilux, 2.4 Raider E/Cab 2.4,"495,900","25,000",2023,Manual,https://www.namcars.net/Toyota-Hilux-2.4-Raider-E-Cab-2.4-1400734783,,,,,,
Mazda,demio,-,"95,000","25,000",2012,Automatic,https://www.namcars.net/Mazda-demio-1400735077,,,,,,
Toyota,hilux, 2.8 GD6 Legend RB MT,"668,900","24,000",2023,Manual,https://www.namcars.net/Toyota-Hilux-2.8-GD6-Legend-RB-MT-1400730247,,Bakkie,,,,
Haval,jolion, 1.5T S Super Luxury DCT,"446,900","23,500",2023,Automatic,https://www.namcars.net/Haval-Jolion-1.5T-S-Super-Luxury-DCT-1400734261,,,SUV,,,
Toyota,land, Cruiser 79 P/U 4.0 D/C ...,"795,500","23,100",2023,Manual,https://www.namcars.net/Toyota-Land-Cruiser-79-P-U-4.0-D-C-4x4-1400733081,4x4,Bakkie,,,,
Ford,new, Gene Ranger 2.0  XL Turb...,"560,000","23,000",2023,Manual,https://www.namcars.net/Ford-New-Gene-Ranger-2.0-XL-Turbo-4x4-6MT-D-CAB-1400735013,4x4,Bakkie,,,,
Toyota,fortuner, 2.8 VX 4x4 A/T,"790,000","23,000",2022,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-VX-4x4-A-T-1400733422,4x4,,,,,
Toyota,hilux, 2.8 GD6 GR 6AT 4x4 D/CAB,"820,000","22,500",2023,Automatic,https://www.namcars.net/Toyota-Hilux-2.8-GD6-GR-6AT-4x4-D-CAB-1400735007,4x4,Bakkie,,,,
Haval,h6, 2.0T Super Luxury 4x4 DCT,"519,900","22,000",2023,Automatic,https://www.namcars.net/Haval-H6-2.0T-Super-Luxury-4x4-DCT-1400733486,,,SUV,,,
Mazda,cx-5, Carbon Edition,"515,000","22,000",2022,Automatic,https://www.namcars.net/Mazda-CX-5-Carbon-Edition-1400731851,,,SUV,,,
Toyota,landcruiser, 79 4.0p P/u S/c,"699,000","22,000",2023,Manual,https://www.namcars.net/Toyota-Landcruiser-79-4.0p-P-u-S-c-1400734449,4x4,,,,,
GWM,p-series, 2.0TD LT 4x4 A/T D/C,"549,900","21,900",2023,Automatic,https://www.namcars.net/GWM-P-Series-2.0TD-LT-4x4-A-T-D-C-1400734307,4x4,Bakkie,,,,
Ford,ecosport, 1.0 Turbo A/T,"279,900","21,661",2020,Automatic,https://www.namcars.net/Ford-Ecosport-1.0-Turbo-A-T-1400732631,,,,,,
Toyota,c-hr, 1.2T LUXURY CVT 2WD,"419,000","21,500",2020,Automatic,https://www.namcars.net/Toyota-C-HR-1.2T-LUXURY-CVT-2WD-1400731278,,,,,,
Toyota,hilux, 2.8GD6 Legend 2X4 RB M...,"639,000","21,450",2023,Manual,https://www.namcars.net/Toyota-Hilux-2.8GD6-Legend-2X4-RB-Manual-1400730550,,Bakkie,,,,
Toyota,corolla, Cross 1.8 XR,"459,000","21,200",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-XR-1400734947,,,,,,
Suzuki,suzuki, Vitara Brezza 1.5i GL...,"287,000","21,000",2023,Manual,https://www.namcars.net/Suzuki-Suzuki-Vitara-Brezza-1.5i-GLX-MT-1400734773,,,SUV,,,
Mercedes-Benz,glc, 220D 4Matic,"899,000","21,000",2021,Multitronic,https://www.namcars.net/Mercedes-Benz-GLC-220D-4Matic-1400735036,,,SUV,,,
Toyota,urbun, CRUISER 1.5XR,"389,900","21,000",2022,Manual,https://www.namcars.net/Toyota-URBUN-CRUISER-1.5XR-1400735116,,,SUV,,,
Mitsubishi,outlander, 2.5 Aspire Cvt,"679,900","21,000",2023,Automatic,https://www.namcars.net/Mitsubishi-Outlander-2.5-Aspire-Cvt-1400734444,,,,,,
Toyota,COROLLA,-,"338,000","19,700",2022,Manual,https://www.namcars.net/Toyota-COROLLA-1400731591,,,,,,
Audi,a3, Sportback 35 TFSI 110 Kw ...,"499,900","19,400",2021,S-tronic,https://www.namcars.net/Audi-A3-Sportback-35-TFSI-110-Kw-S-Tronic-1400733860,,,,,,
Kia,seltos, 1.4T GT-Line,"439,900","19,290",2022,Automatic,https://www.namcars.net/Kia-Seltos-1.4T-GT-Line-1400734348,,,SUV,,,
Toyota,hilux, Double Cab Hilux 2.8 G...,"689,000","19,000",2023,Manual,https://www.namcars.net/Toyota-Hilux-Double-Cab-Hilux-2.8-GD6-RB-LGD-6MT-(A2J)-1400734566,,Bakkie,,,,
Suzuki,jimny, 1.5 GLX MT,"369,000","19,000",2019,Manual,https://www.namcars.net/Suzuki-Jimny-1.5-GLX-MT-1400734317,,,,,,
Volkswagen,vivo, C/Line 1.4,"269,900","18,100",2024,Manual,https://www.namcars.net/Volkswagen-Vivo-C-Line-1.4-1400734871,,,,,,
Isuzu,mu-x, 3.0 4x4 LS A/T,"760,000","18,000",2024,Automatic,https://www.namcars.net/Isuzu-MU-X-3.0-4x4-LS-A-T-1400733482,4x4,,SUV,,,
Volkswagen,caddy, Kombi 1.6i (7 Seat),"399,000","18,000",2023,Manual,https://www.namcars.net/Volkswagen-Caddy-Kombi-1.6i-(7-Seat)-1400734038,,,SUV,,,
Mazda,CX-3,-,"399,900","18,000",2022,Automatic,https://www.namcars.net/Mazda-CX-3-1400728466,,,,,,
Renault,clio, 1.0 Turbo Zen,"252,900","18,000",2022,Manual,https://www.namcars.net/Renault-Clio-1.0-Turbo-Zen-1400734387,,,,,,
Jeep,wrangler, JL 3.6 V6 8SP A/T 4...,"849,900","18,000",2020,Automatic,https://www.namcars.net/Jeep-WRANGLER-JL-3.6-V6-8SP-A-T-4X4-SAHARA-1400729799,4x4,,SUV,,,
Toyota,hilux,-,"650,000","17,800",2023,Automatic,https://www.namcars.net/Toyota-hilux-1400734860,,Bakkie,,,,
Mercedes-Benz,gle, 400D 4Matic AMG Line,"1,600,000","17,500",2022,Automatic,https://www.namcars.net/Mercedes-Benz-GLE-400D-4Matic-AMG-Line-1400734349,,,SUV,,,
Toyota,toyota, Hilux 2.0 Vvti A/c P/...,"329,995","17,000",2023,Manual,https://www.namcars.net/Toyota-Toyota-Hilux-2.0-Vvti-A-c-P-u-S-c-1400732956,,,,,,
Toyota,starlet, 1.5 Xi,"239,000","17,000",2023,Manual,https://www.namcars.net/Toyota-Starlet-1.5-Xi-1400734336,,,,,,
Isuzu,D-Max,-,"665,700","17,000",2023,Automatic,https://www.namcars.net/Isuzu-D-Max-1400733605,4x4,Bakkie,,,,
Ford,ecosport,1.5,"289,900","16,600",2022,Automatic,https://www.namcars.net/Ford-Ecosport-1.5-1400734168,,,,,,
Volkswagen,tiguan, 2.0 TSi 162 kW 4M DSG...,"755,000","16,000",2022,DSG,https://www.namcars.net/Volkswagen-Tiguan-2.0-TSi-162-kW-4M-DSG-R-Line-1400734220,,,SUV,,,
Suzuki,fronx, 1.5 GLX MT,"299,900","16,000",2023,Manual,https://www.namcars.net/Suzuki-Fronx-1.5-GLX-MT-1400734779,,,,,,
BMW,3, Series 330i M-Sport G20 AU...,"849,900","16,000",2023,Automatic,https://www.namcars.net/BMW-3-Series-330i-M-Sport-G20-AUTOMATIC-1400734911,,,,,,
Toyota,corolla, Cross 1.8 XS CVT Hyb...,"469,900","16,000",2024,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-XS-CVT-Hybrid-1400731888,,,,,,
Toyota,hilux, Double Cab HiluxDC 2.8...,"689,000","15,000",2023,Manual,https://www.namcars.net/Toyota-Hilux-Double-Cab-HiluxDC-2.8-GD6-RB-LGD-6MT-(A2J)-1400734729,,,,,,
Ford,ranger, 2.0L 4X4 HR 6MT,"465,900","15,000",2023,Manual,https://www.namcars.net/Ford-Ranger-2.0L-4X4-HR-6MT-1400733468,4x4,,,,,
Mazda,cx, 5 2.0 Dynamic A/T,"459,900","14,800",2022,Automatic,https://www.namcars.net/Mazda-CX-5-2.0-Dynamic-A-T-1400734951,,,SUV,,,
Volkswagen,t-cross, 1.5 Tsi R-Line Dsg,"469,900","14,500",2022,DSG,https://www.namcars.net/Volkswagen-T-Cross-1.5-Tsi-R-Line-Dsg-1400735051,,,SUV,,,
Volkswagen,caddy, 1.6 5 Seat,"399,900","14,000",2022,Manual,https://www.namcars.net/Volkswagen-Caddy-1.6-5-Seat-1400734790,,,,,,
Mercedes-Benz,b200, Progressive A/T - NO DE...,"649,900","14,000",2022,Automatic,https://www.namcars.net/Mercedes-Benz-B200-Progressive-A-T-NO-DEPOSIT-1400734537,,,,,,
Volkswagen,caddy, 1.6I 5 SEAT,"399,000","14,000",2022,Manual,https://www.namcars.net/Volkswagen-Caddy-1.6I-5-SEAT-1400733944,,,,,,
Renault,kiger, 1.0 Energy Zen Amt,"239,900","13,000",2023,Automatic,https://www.namcars.net/Renault-Kiger-1.0-Energy-Zen-Amt-1400735018,,,,,,
Toyota,corolla, Cross 1.8 Xi,"349,900","13,000",2022,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-Xi-1400734591,,,SUV,,,
Suzuki,swift,-,"183,100","13,000",2023,Manual,https://www.namcars.net/Suzuki-swift-1400731352,,,,,,
Suzuki,CELERIO,-,"168,900","12,800",2023,Manual,https://www.namcars.net/Suzuki-CELERIO-1400734705,,,,,,
Toyota,hilux, Legend RB 2.8 GD-6 D/C...,"699,900","12,631",2023,Manual,https://www.namcars.net/Toyota-Hilux-Legend-RB-2.8-GD-6-D-C-2x4-MT-1400734666,,Bakkie,,,,
Hyundai,venue, 1.0 Tgdi N-Line DCT,"345,000","12,000",2022,Automatic,https://www.namcars.net/Hyundai-Venue-1.0-Tgdi-N-Line-DCT-1400734233,,,SUV,,,
Hyundai,kona, 2.0 Executive Ivt,"376,900","12,000",2022,Automatic,https://www.namcars.net/Hyundai-Kona-2.0-Executive-Ivt-1400724825,,,,,,
Ford,Ecosport,-,"299,000","12,000",2020,Automatic,https://www.namcars.net/Ford-Ecosport-1400717791,,,SUV,,,
Toyota,fortuner, 2.8 VX 4x4 AT,"839,000","11,251",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-VX-4x4-AT-1400735172,4x4,,SUV,,,
Toyota,Fortuner,-,"715,000","11,200",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-1400732267,4x4,,,,,
Kia,seltos, 1.6 Ex A/T,"459,900","11,000",2023,Automatic,https://www.namcars.net/Kia-Seltos-1.6-Ex-A-T-1400733226,,,SUV,,,
Toyota,hilux, SC 2.0 VVti S A/C,"339,900","11,000",2023,Manual,https://www.namcars.net/Toyota-Hilux-SC-2.0-VVti-S-A-C-1400733285,,,,,,
Haval,h6, 2.0T Sup Luxury AWD DCT,"579,900","10,400",2023,Automatic,https://www.namcars.net/Haval-H6-2.0T-Sup-Luxury-AWD-DCT-1400734610,,,SUV,,,
Suzuki,celerio, 1.0 GL Manual,"165,000","10,000",2023,Manual,https://www.namcars.net/Suzuki-Celerio-1.0-GL-Manual-1400734769,,,,,,
Toyota,corolla, Sedan 2.0 XR CVT,"454,900","10,000",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Sedan-2.0-XR-CVT-1400729686,,,,,,
Mazda,astina, 2.0 Carbon Eddition,"445,000","9,800",2021,Multitronic,https://www.namcars.net/Mazda-Astina-2.0-Carbon-Eddition-1400731892,,,,,,
Toyota,prado, VX 2.8GD A/T,"1,189,900","9,600",2023,Automatic,https://www.namcars.net/Toyota-Prado-VX-2.8GD-A-T-1400734302,4x4,,SUV,,,
Toyota,hilux, 2.4 GD-6 E/C A/T,"495,000","9,500",2023,Automatic,https://www.namcars.net/Toyota-HILUX-2.4-GD-6-E-C-A-T-1400731092,,,,,,
Chery,tiggo, 4 Pro 1.5 Lit Cvt,"299,900","9,000",2023,Automatic,https://www.namcars.net/Chery-Tiggo-4-Pro-1.5-Lit-Cvt-1400734781,,,,,,
Toyota,toyota, CHR 1.2T Plus CVT,"450,000","9,000",2023,Automatic,https://www.namcars.net/Toyota-TOYOTA-CHR-1.2T-Plus-CVT-1400729280,,,,,,
Toyota,hilux, Single Cab SC 2.7 VVTi...,"463,000","9,000",2024,Manual,https://www.namcars.net/Toyota-Hilux-Single-Cab-SC-2.7-VVTi-RB-S-5MT-(A1A)-1400734190,,,,,,
Toyota,corolla, Cross 1.8 XR,"459,000","8,881",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-XR-1400734487,,,,,,
Ford,new, Gene Ranger 2.0 Bi Turbo...,"667,500","8,650",2024,Automatic,https://www.namcars.net/Ford-New-Gene-Ranger-2.0-Bi-Turbo-4x2-10AT-1400735009,,Bakkie,,,,
Toyota,vitz, 1.0 A/T XR,"199,900","8,556",2024,Automatic,https://www.namcars.net/Toyota-Vitz-1.0-A-T-XR-1400734505,,,,,,
Suzuki,jimny, GL,"369,995","8,000",2022,Automatic,https://www.namcars.net/Suzuki-Jimny-GL-1400734637,4x4,,SUV,,,
Nissan,magnite, 1.0T CVT Plus,"319,000","7,000",2023,Automatic,https://www.namcars.net/Nissan-Magnite-1.0T-CVT-Plus-1400735033,,,SUV,,,
Toyota,land, Cruiser Prado 4.0 VX,"1,185,000","7,000",2024,Automatic,https://www.namcars.net/Toyota-Land-Cruiser-Prado-4.0-VX-1400733424,,,,,,
Nissan,nissan, Qashqai 1.3 Acenta Xt...,"495,400","6,900",2024,Automatic,https://www.namcars.net/Nissan-Nissan-Qashqai-1.3-Acenta-Xtronic-Cvt-1400732966,,,,,,
Ford,ranger, 20L XL D/C 4x4,"669,900","6,000",2024,Automatic,https://www.namcars.net/Ford-Ranger-20L-XL-D-C-4x4-1400734313,4x4,Bakkie,,,,
Jeep,Gladiator,-,"1,149,900","6,000",2022,Automatic,https://www.namcars.net/Jeep-Gladiator-1400734359,4x4,Bakkie,,,,
Nissan,qashqai, 1.3T Acenta Xtronic ...,"550,000","6,000",2023,Automatic,https://www.namcars.net/Nissan-Qashqai-1.3T-Acenta-Xtronic-CVT-1400719793,,,SUV,,,
Toyota,corolla, Cross 1.8 XR CVT,"439,000","5,000",2023,Automatic,https://www.namcars.net/Toyota-Corolla-Cross-1.8-XR-CVT-1400735045,,,,,,
Ford,ranger, 2.0D A/T XL 4x4,"599,900","4,900",2023,Automatic,https://www.namcars.net/Ford-Ranger-2.0D-A-T-XL-4x4-1400733098,4x4,Bakkie,,,,
Volkswagen,polo, Vivo 1.6,"290,000","4,800",2023,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.6-1400734166,,,,,,
Toyota,hilux, Single Cab 2.4GD6 RB R...,"511,000","4,500",2024,Manual,https://www.namcars.net/Toyota-Hilux-Single-Cab-2.4GD6-RB-RAI-AT-(A1G)-1400734201,,,,,,
Toyota,fortuner, 2.4 4x2 RB AT,"670,000","3,800",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-4x2-RB-AT-1400732513,,,SUV,,,
Toyota,2, COROLLA XR  CVT,"495,900","3,800",2023,Automatic,https://www.namcars.net/Toyota-2.0-COROLLA-XR-CVT-1400730222,,,,,,
Toyota,land, CRUISER 2.8GD6 D/C A/T ...,"989,900","3,000",2024,Automatic,https://www.namcars.net/Toyota-LAND-CRUISER-2.8GD6-D-C-A-T-4X4-1400734755,4x4,Bakkie,,,,
Toyota,1.8, COROLLA QUEST EXCLUSIVE MT,"375,200","2,500",2023,Manual,https://www.namcars.net/Toyota-1.8-COROLLA-QUEST-EXCLUSIVE-MT-1400730237,,,,,,
Toyota,hilux, Double Cab 2.8 4X4 RAI...,"846,000","2,000",2024,Automatic,https://www.namcars.net/Toyota-Hilux-Double-Cab-2.8-4X4-RAI-AT-Mild-Hybrid-(A5U)-1400734183,4x4,Bakkie,,,,
Volkswagen,polo, Vivo 1.0 TSI GT 81kW,"349,900","2,000",2024,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.0-TSI-GT-81kW-1400732665,,,,,,
Toyota,landcruiser, 79 4.0p P/u S/c,"699,000","1,500",2023,Manual,https://www.namcars.net/Toyota-Landcruiser-79-4.0p-P-u-S-c-1400732322,4x4,,,,,
AC,cobra, 4.0 V8 A/T,"319,900","1,395",2015,Automatic,https://www.namcars.net/AC-COBRA-4.0-V8-A-T-1400734741,,,,,,
Toyota,land, Cruisr 79  4.0 P/U S/C,"715,000","1,025",2024,Manual,https://www.namcars.net/Toyota-Land-Cruisr-79-4.0-P-U-S-C-1400734292,4x4,,,,,
Peugeot,peugoet, 3008 2.0 HDI AUTO AL...,"380,000",678,2020,Automatic,https://www.namcars.net/Peugeot-PEUGOET-3008-2.0-HDI-AUTO-ALLURE-1400734756,,,SUV,,,
Volkswagen,Transporter,-,"715,000",500,2023,Automatic,https://www.namcars.net/Volkswagen-Transporter-1400734570,4x4,,,,,
Toyota,land, Cruiser Prado 2.8 TX,"1,069,900",500,2024,Automatic,https://www.namcars.net/Toyota-Land-Cruiser-Prado-2.8-TX-1400733292,,,,,,
Peugeot,5008, 2.0T Allure 7 Seater 47...,"430,000",497,2020,Automatic,https://www.namcars.net/Peugeot-5008-2.0T-Allure-7-Seater-479-KM-1400733385,,,SUV,,,
Opel,opel, Crossland X Cosmo  1.2 ...,"249,900",210,2020,Automatic,https://www.namcars.net/Opel-Opel-Crossland-X-Cosmo-1.2-turbo-1400734916,,,,,,
Mitsubishi,asx, ES MANUAL,"409,995",0,2024,Manual,https://www.namcars.net/Mitsubishi-ASX-ES-MANUAL-1400733681,,,SUV,,,
Mitsubishi,eclipse, Cross 2.0 GLS,"494,995",0,2024,Automatic,https://www.namcars.net/Mitsubishi-Eclipse-Cross-2.0-GLS-1400733703,,,SUV,,,
